,book_id,genre,Book-Rating,book_title,generic_genre
779,1681688,Reference,,The Outlaw of Torn,Other
779,1681688,Historical fiction,,The Outlaw of Torn,Historical
779,1681688,Fiction,,The Outlaw of Torn,Fiction
779,1681688,Historical novel,,The Outlaw of Torn,Historical
782,1705774,Wuxia,,"The Smiling, Proud Wanderer",Other
783,1706816,Epistolary novel,,Ella Minnow Pea,Other
783,1706816,Novel,,Ella Minnow Pea,Novel
784,1719074,Science Fiction,9.0,A Case of Conscience,Science Fiction
784,1719074,Speculative fiction,9.0,A Case of Conscience,Science Fiction
784,1719074,Novel,9.0,A Case of Conscience,Novel
785,1720972,Science Fiction,,Blind Lake,Science Fiction
785,1720972,Speculative fiction,,Blind Lake,Science Fiction
787,1728896,Science Fiction,,The Man in the Maze,Science Fiction
787,1728896,Speculative fiction,,The Man in the Maze,Science Fiction
787,1728896,Fiction,,The Man in the Maze,Fiction
788,1733103,Children's literature,,Vi kallar honom Anna,Children's Literature
789,1739150,Science Fiction,,The Godwhale,Science Fiction
789,1739150,Speculative fiction,,The Godwhale,Science Fiction
790,1741662,Novel,,Clotel,Novel
791,1750909,Novel,,The Songs of Kings,Novel
792,1752935,Speculative fiction,,Gertrud,Science Fiction
793,1762486,Science Fiction,,Shatterpoint,Science Fiction
793,1762486,Speculative fiction,,Shatterpoint,Science Fiction
793,1762486,Fiction,,Shatterpoint,Fiction
794,1764291,Speculative fiction,,"Guenevere, Queen of the Summer Country",Science Fiction
794,1764291,Fantasy,,"Guenevere, Queen of the Summer Country",Fantasy
794,1764291,Historical novel,,"Guenevere, Queen of the Summer Country",Historical
795,1766719,Crime Fiction,,Dark Passage,Crime
795,1766719,Mystery,,Dark Passage,Mystery
795,1766719,Fiction,,Dark Passage,Fiction
795,1766719,Suspense,,Dark Passage,Mystery
796,1769647,Science Fiction,,The Iron Man,Science Fiction
796,1769647,Children's literature,,The Iron Man,Children's Literature
796,1769647,Fantasy,,The Iron Man,Fantasy
796,1769647,Fiction,,The Iron Man,Fiction
796,1769647,Novel,,The Iron Man,Novel
797,1769858,Speculative fiction,,Kafka on the Shore,Science Fiction
797,1769858,Fiction,,Kafka on the Shore,Fiction
797,1769858,Novel,,Kafka on the Shore,Novel
798,1770277,Speculative fiction,8.7,Dragon Prince,Science Fiction
798,1770277,Fantasy,8.7,Dragon Prince,Fantasy
798,1770277,Fiction,8.7,Dragon Prince,Fiction
799,1779024,Fiction,,Extremely Loud and Incredibly Close,Fiction
799,1779024,Novel,,Extremely Loud and Incredibly Close,Novel
800,1779171,Fiction,,Our Lady of the Flowers,Fiction
800,1779171,Novel,,Our Lady of the Flowers,Novel
801,1784357,Hard science fiction,,Forty Signs of Rain,Other
801,1784357,Science Fiction,,Forty Signs of Rain,Science Fiction
801,1784357,Speculative fiction,,Forty Signs of Rain,Science Fiction
802,1789029,Science Fiction,,Blade Runner 4: Eye and Talon,Science Fiction
802,1789029,Speculative fiction,,Blade Runner 4: Eye and Talon,Science Fiction
803,1789241,Thriller,,Mr Standfast,Thriller
803,1789241,Novel,,Mr Standfast,Novel
804,1789915,Historical fiction,,The Commodore,Historical
804,1789915,Fiction,,The Commodore,Fiction
804,1789915,Historical novel,,The Commodore,Historical
805,1797243,Science Fiction,7.0,"I, Jedi",Science Fiction
805,1797243,Speculative fiction,7.0,"I, Jedi",Science Fiction
805,1797243,Fantasy,7.0,"I, Jedi",Fantasy
805,1797243,Fiction,7.0,"I, Jedi",Fiction
807,1808515,Children's literature,,Night on the Galactic Railroad,Children's Literature
807,1808515,Fantasy,,Night on the Galactic Railroad,Fantasy
807,1808515,Philosophy,,Night on the Galactic Railroad,Philosophy
808,1808856,Fiction,4.5,Cosmopolis,Fiction
808,1808856,Novel,4.5,Cosmopolis,Novel
809,1810542,Fiction,,Free Air,Fiction
810,1816557,Science Fiction,,Fearful Symmetries,Science Fiction
810,1816557,Speculative fiction,,Fearful Symmetries,Science Fiction
810,1816557,Fiction,,Fearful Symmetries,Fiction
813,1819834,Fantasy,,Thud!,Fantasy
813,1819834,Fiction,,Thud!,Fiction
813,1819834,Novel,,Thud!,Novel
814,1823283,Children's literature,,Rainbow Valley,Children's Literature
816,1826957,Science Fiction,,The Artemis Fowl Files,Science Fiction
816,1826957,Children's literature,,The Artemis Fowl Files,Children's Literature
816,1826957,Fantasy,,The Artemis Fowl Files,Fantasy
816,1826957,Speculative fiction,,The Artemis Fowl Files,Science Fiction
816,1826957,Fiction,,The Artemis Fowl Files,Fiction
819,1830988,Utopian and dystopian fiction,,Intermere,Dystopian
821,1832068,Speculative fiction,10.0,The Shelters of Stone,Science Fiction
821,1832068,Fantasy,10.0,The Shelters of Stone,Fantasy
821,1832068,Historical fiction,10.0,The Shelters of Stone,Historical
821,1832068,Fiction,10.0,The Shelters of Stone,Fiction
823,1832130,Science Fiction,,Woken Furies,Science Fiction
823,1832130,Speculative fiction,,Woken Furies,Science Fiction
823,1832130,Novel,,Woken Furies,Novel
825,1841204,Children's literature,,The Family from One End Street,Children's Literature
825,1841204,Fiction,,The Family from One End Street,Fiction
826,1844370,Novel,10.0,The Lost Honour of Katharina Blum,Novel
827,1844480,Fiction,3.0,Voyage in the Dark,Fiction
828,1845981,Historical novel,,Sharpe's Regiment,Historical
829,1856534,Children's literature,,Doctor Dolittle in the Moon,Children's Literature
829,1856534,Fantasy,,Doctor Dolittle in the Moon,Fantasy
830,1856586,Fiction,,The Beautiful and Damned,Fiction
830,1856586,Novel,,The Beautiful and Damned,Novel
831,1858142,Science Fiction,,Earthsearch II,Science Fiction
831,1858142,Speculative fiction,,Earthsearch II,Science Fiction
831,1858142,Fantasy,,Earthsearch II,Fantasy
833,1858514,Crime Fiction,,Dragon's Eye: A Chinese Noir,Crime
834,1860626,Wuxia,,The Heaven Sword and Dragon Sabre,Other
834,1860626,Novel,,The Heaven Sword and Dragon Sabre,Novel
835,1861922,Speculative fiction,,Arrows of the Queen,Science Fiction
835,1861922,Fantasy,,Arrows of the Queen,Fantasy
835,1861922,Fiction,,Arrows of the Queen,Fiction
836,1862100,Historical fiction,,The Oaken Throne,Historical
836,1862100,Children's literature,,The Oaken Throne,Children's Literature
836,1862100,Fantasy,,The Oaken Throne,Fantasy
836,1862100,Speculative fiction,,The Oaken Throne,Science Fiction
837,1862126,Speculative fiction,,High Rhulain,Science Fiction
837,1862126,Fantasy,,High Rhulain,Fantasy
837,1862126,Children's literature,,High Rhulain,Children's Literature
839,1868369,Science Fiction,,Hunters of Dune,Science Fiction
839,1868369,Speculative fiction,,Hunters of Dune,Science Fiction
839,1868369,Fiction,,Hunters of Dune,Fiction
840,1868388,Science Fiction,,Sandworms of Dune,Science Fiction
840,1868388,Speculative fiction,,Sandworms of Dune,Science Fiction
840,1868388,Fiction,,Sandworms of Dune,Fiction
841,1869208,Fantasy,9.8,Personal Recollections of Joan of Arc,Fantasy
841,1869208,Children's literature,9.8,Personal Recollections of Joan of Arc,Children's Literature
841,1869208,Historical fiction,9.8,Personal Recollections of Joan of Arc,Historical
841,1869208,Fiction,9.8,Personal Recollections of Joan of Arc,Fiction
841,1869208,Alternate history,9.8,Personal Recollections of Joan of Arc,Historical
842,1869510,Thriller,,Blue City,Thriller
842,1869510,Fiction,,Blue City,Fiction
843,1869622,Science Fiction,8.105263157894736,Archangel,Science Fiction
843,1869622,Speculative fiction,8.105263157894736,Archangel,Science Fiction
843,1869622,Fantasy,8.105263157894736,Archangel,Fantasy
843,1869622,Children's literature,8.105263157894736,Archangel,Children's Literature
844,1871417,Business,,"Exit, Voice, and Loyalty",Business
844,1871417,Economics,,"Exit, Voice, and Loyalty",Economics
845,1872359,Novel,,The Insulted and Humiliated,Novel
846,1875529,Speculative fiction,,Arrow's Flight,Science Fiction
846,1875529,Fantasy,,Arrow's Flight,Fantasy
847,1876173,Fiction,,Mario and the Magician,Fiction
848,1877328,Speculative fiction,7.777777777777778,Blood and Gold,Science Fiction
848,1877328,Horror,7.777777777777778,Blood and Gold,Horror
848,1877328,Fiction,7.777777777777778,Blood and Gold,Fiction
849,1878393,Non-fiction,7.5,Fads and Fallacies in the Name of Science,Non-fiction
850,1879152,Children's literature,,The Lonely Doll,Children's Literature
852,1889337,Children's literature,7.642857142857143,Question Quest,Children's Literature
852,1889337,Fantasy,7.642857142857143,Question Quest,Fantasy
852,1889337,Speculative fiction,7.642857142857143,Question Quest,Science Fiction
852,1889337,Fiction,7.642857142857143,Question Quest,Fiction
853,1889342,Children's literature,,Yon Ill Wind,Children's Literature
853,1889342,Fantasy,,Yon Ill Wind,Fantasy
853,1889342,Speculative fiction,,Yon Ill Wind,Science Fiction
853,1889342,Fiction,,Yon Ill Wind,Fiction
855,1891749,Crime Fiction,,The Way Some People Die,Crime
855,1891749,Mystery,,The Way Some People Die,Mystery
855,1891749,Detective fiction,,The Way Some People Die,Mystery
855,1891749,Fiction,,The Way Some People Die,Fiction
855,1891749,Suspense,,The Way Some People Die,Mystery
856,1894969,Music,,The Owl and the Pussycat,Other
856,1894969,Speculative fiction,,The Owl and the Pussycat,Science Fiction
856,1894969,Children's literature,,The Owl and the Pussycat,Children's Literature
856,1894969,Fiction,,The Owl and the Pussycat,Fiction
856,1894969,Poetry,,The Owl and the Pussycat,Other
857,1898161,Crime Fiction,,The Colorado Kid,Crime
857,1898161,Mystery,,The Colorado Kid,Mystery
857,1898161,Speculative fiction,,The Colorado Kid,Science Fiction
857,1898161,Fiction,,The Colorado Kid,Fiction
857,1898161,Suspense,,The Colorado Kid,Mystery
858,1905285,Speculative fiction,,Stray,Science Fiction
858,1905285,Novel,,Stray,Novel
859,1906167,Novel,,Ourika,Novel
860,1906837,Fantasy,,The Talisman,Fantasy
860,1906837,Speculative fiction,,The Talisman,Science Fiction
860,1906837,Horror,,The Talisman,Horror
860,1906837,Fiction,,The Talisman,Fiction
861,1908763,Science Fiction,,Faith of the Fallen,Science Fiction
861,1908763,Speculative fiction,,Faith of the Fallen,Science Fiction
861,1908763,Fantasy,,Faith of the Fallen,Fantasy
861,1908763,Fiction,,Faith of the Fallen,Fiction
861,1908763,High fantasy,,Faith of the Fallen,Fantasy
862,1914221,Science Fiction,,Incompetence,Science Fiction
862,1914221,Comic novel,,Incompetence,Other
862,1914221,Speculative fiction,,Incompetence,Science Fiction
863,1914836,Science Fiction,,Something Rotten,Science Fiction
863,1914836,Alternate history,,Something Rotten,Historical
863,1914836,Speculative fiction,,Something Rotten,Science Fiction
863,1914836,Mystery,,Something Rotten,Mystery
863,1914836,Fantasy,,Something Rotten,Fantasy
863,1914836,Fiction,,Something Rotten,Fiction
863,1914836,Suspense,,Something Rotten,Mystery
864,1915104,Fiction,,Redburn,Fiction
865,1920434,Novel,,The Posthumous Memoirs of Bras Cubas,Novel
866,1922962,Fiction,,The Violent Bear It Away,Fiction
867,1924575,Speculative fiction,,A Darkness at Sethanon,Science Fiction
867,1924575,Fantasy,,A Darkness at Sethanon,Fantasy
868,1924982,Existentialism,,A Happy Death,Other
869,1929715,Spy fiction,,The Disciples,Thriller
869,1929715,Fiction,,The Disciples,Fiction
870,1930184,Young adult literature,,It Happened to Nancy: By an Anonymous Teenager,Young Adult
871,1931105,Children's literature,,The Slaves of the Mastery,Children's Literature
871,1931105,Fantasy,,The Slaves of the Mastery,Fantasy
872,1931193,Children's literature,,Firesong,Children's Literature
872,1931193,Fantasy,,Firesong,Fantasy
873,1935323,Speculative fiction,,Salammbô,Science Fiction
873,1935323,Historical novel,,Salammbô,Historical
874,1935563,Crime Fiction,,Down by the River Where the Dead Men Go,Crime
875,1938520,Science Fiction,,Paris in the 20th Century,Science Fiction
875,1938520,Speculative fiction,,Paris in the 20th Century,Science Fiction
875,1938520,Novel,,Paris in the 20th Century,Novel
876,1943069,Science Fiction,,Perfect Circle,Science Fiction
876,1943069,Speculative fiction,,Perfect Circle,Science Fiction
877,1943391,Speculative fiction,,Marianne Dreams,Science Fiction
877,1943391,Fantasy,,Marianne Dreams,Fantasy
877,1943391,Children's literature,,Marianne Dreams,Children's Literature
881,1959391,Satire,,"England, Their England",Satire
881,1959391,Comedy,,"England, Their England",Comedy
882,1969342,Romance novel,,The Garden of God,Romance
883,1973552,Romance novel,,The Blue Lagoon,Romance
886,1981180,Science Fiction,7.857142857142857,Specter of the Past,Science Fiction
886,1981180,Speculative fiction,7.857142857142857,Specter of the Past,Science Fiction
886,1981180,Fiction,7.857142857142857,Specter of the Past,Fiction
887,1981181,Science Fiction,8.333333333333334,Vision of the Future,Science Fiction
887,1981181,Speculative fiction,8.333333333333334,Vision of the Future,Science Fiction
887,1981181,Fantasy,8.333333333333334,Vision of the Future,Fantasy
887,1981181,Fiction,8.333333333333334,Vision of the Future,Fiction
888,1981332,Fiction,,The File on H,Fiction
888,1981332,Novel,,The File on H,Novel
889,1986476,Science Fiction,,Donovan's Brain,Science Fiction
889,1986476,Speculative fiction,,Donovan's Brain,Science Fiction
889,1986476,Horror,,Donovan's Brain,Horror
891,1998419,Speculative fiction,7.086956521739131,Merrick,Science Fiction
891,1998419,Horror,7.086956521739131,Merrick,Horror
891,1998419,Fiction,7.086956521739131,Merrick,Fiction
893,2000834,Fiction,,The World Is Flat,Fiction
895,2008212,Speculative fiction,,Fleabee's Fortune,Science Fiction
895,2008212,Fantasy,,Fleabee's Fortune,Fantasy
896,2008234,Children's literature,8.0,The Dark Portal,Children's Literature
896,2008234,Fantasy,8.0,The Dark Portal,Fantasy
896,2008234,Speculative fiction,8.0,The Dark Portal,Science Fiction
896,2008234,Fiction,8.0,The Dark Portal,Fiction
897,2008245,Children's literature,,The Crystal Prison,Children's Literature
897,2008245,Fantasy,,The Crystal Prison,Fantasy
897,2008245,Speculative fiction,,The Crystal Prison,Science Fiction
897,2008245,Fiction,,The Crystal Prison,Fiction
898,2008254,Children's literature,,The Final Reckoning,Children's Literature
898,2008254,Fantasy,,The Final Reckoning,Fantasy
898,2008254,Speculative fiction,,The Final Reckoning,Science Fiction
898,2008254,Fiction,,The Final Reckoning,Fiction
899,2008609,Fiction,,"Inside, Outside",Fiction
899,2008609,Historical novel,,"Inside, Outside",Historical
900,2012100,Children's literature,,The Steadfast Tin Soldier,Children's Literature
900,2012100,Fiction,,The Steadfast Tin Soldier,Fiction
901,2013037,Science Fiction,,Jedi Search,Science Fiction
901,2013037,Speculative fiction,,Jedi Search,Science Fiction
901,2013037,Fantasy,,Jedi Search,Fantasy
902,2015589,Science Fiction,,Dark Apprentice,Science Fiction
902,2015589,Speculative fiction,,Dark Apprentice,Science Fiction
902,2015589,Fantasy,,Dark Apprentice,Fantasy
903,2015899,Speculative fiction,,Dragon Rider,Science Fiction
903,2015899,Fantasy,,Dragon Rider,Fantasy
903,2015899,Children's literature,,Dragon Rider,Children's Literature
903,2015899,High fantasy,,Dragon Rider,Fantasy
904,2018587,Fantasy,,The Deptford Mice Almanack,Fantasy
907,2023763,Fantasy,,Warcraft: Lord of the Clans,Fantasy
907,2023763,Fiction,,Warcraft: Lord of the Clans,Fiction
908,2023770,Speculative fiction,,Warcraft: Day of the Dragon,Science Fiction
908,2023770,Fantasy,,Warcraft: Day of the Dragon,Fantasy
909,2024607,Children's literature,,The Story of the Amulet,Children's Literature
909,2024607,Fantasy,,The Story of the Amulet,Fantasy
909,2024607,Speculative fiction,,The Story of the Amulet,Science Fiction
909,2024607,Fiction,,The Story of the Amulet,Fiction
910,2025225,Novel,,Zaynab,Novel
911,2025527,Mystery,7.0,The Little Sister,Mystery
911,2025527,Novel,7.0,The Little Sister,Novel
913,2025857,Novella,,Parineeta,Other
915,2039404,Fiction,,Plum Bun,Fiction
915,2039404,Novel,,Plum Bun,Novel
916,2039774,Novel,,A Stone for Danny Fisher,Novel
917,2040203,Historical novel,,Old Mortality,Historical
918,2041080,Thriller,,The Lost Symbol,Thriller
918,2041080,Crime Fiction,,The Lost Symbol,Crime
918,2041080,Novel,,The Lost Symbol,Novel
918,2041080,Speculative fiction,,The Lost Symbol,Science Fiction
918,2041080,Mystery,,The Lost Symbol,Mystery
918,2041080,Fiction,,The Lost Symbol,Fiction
919,2043293,Novel,,The Boy Who Kicked Pigs,Novel
919,2043293,Children's literature,,The Boy Who Kicked Pigs,Children's Literature
919,2043293,Fantasy,,The Boy Who Kicked Pigs,Fantasy
919,2043293,Speculative fiction,,The Boy Who Kicked Pigs,Science Fiction
919,2043293,Fiction,,The Boy Who Kicked Pigs,Fiction
921,2046576,Non-fiction,,De Magnete,Non-fiction
922,2050049,Novel,,À rebours,Novel
923,2051467,Science Fiction,,"Soldier, Ask Not",Science Fiction
923,2051467,Speculative fiction,,"Soldier, Ask Not",Science Fiction
923,2051467,Fantasy,,"Soldier, Ask Not",Fantasy
923,2051467,Fiction,,"Soldier, Ask Not",Fiction
924,2073290,Children's literature,8.5,The Secret of the Old Mill,Children's Literature
924,2073290,Young adult literature,8.5,The Secret of the Old Mill,Young Adult
924,2073290,Fiction,8.5,The Secret of the Old Mill,Fiction
926,2073897,Mystery,,The Secret of Skull Mountain,Mystery
926,2073897,Detective fiction,,The Secret of Skull Mountain,Mystery
927,2073902,Children's literature,,The Sign of the Crooked Arrow,Children's Literature
927,2073902,Young adult literature,,The Sign of the Crooked Arrow,Young Adult
928,2073914,Mystery,,The Wailing Siren Mystery,Mystery
928,2073914,Detective fiction,,The Wailing Siren Mystery,Mystery
929,2073951,Mystery,,The Yellow Feather Mystery,Mystery
929,2073951,Detective fiction,,The Yellow Feather Mystery,Mystery
930,2073955,Mystery,,The Hooded Hawk Mystery,Mystery
930,2073955,Detective fiction,,The Hooded Hawk Mystery,Mystery
931,2073977,Mystery,,The Mystery at Devil's Paw,Mystery
931,2073977,Detective fiction,,The Mystery at Devil's Paw,Mystery
932,2073989,Mystery,,Mystery of the Desert Giant,Mystery
932,2073989,Detective fiction,,Mystery of the Desert Giant,Mystery
933,2074094,Mystery,,The Viking Symbol Mystery,Mystery
933,2074094,Detective fiction,,The Viking Symbol Mystery,Mystery
934,2074100,Mystery,,The Mystery of the Aztec Warrior,Mystery
934,2074100,Detective fiction,,The Mystery of the Aztec Warrior,Mystery
935,2074104,Mystery,,The Haunted Fort,Mystery
935,2074104,Detective fiction,,The Haunted Fort,Mystery
936,2074150,Mystery,,The Bombay Boomerang,Mystery
936,2074150,Detective fiction,,The Bombay Boomerang,Mystery
936,2074150,Fiction,,The Bombay Boomerang,Fiction
937,2074159,Mystery,8.666666666666666,The Masked Monkey,Mystery
937,2074159,Detective fiction,8.666666666666666,The Masked Monkey,Mystery
937,2074159,Fiction,8.666666666666666,The Masked Monkey,Fiction
938,2074164,Mystery,,The Shattered Helmet,Mystery
938,2074164,Detective fiction,,The Shattered Helmet,Mystery
939,2074204,Mystery,,The Witchmaster's Key,Mystery
939,2074204,Detective fiction,,The Witchmaster's Key,Mystery
940,2075557,Fiction,8.2,The Book of Illusions,Fiction
940,2075557,Novel,8.2,The Book of Illusions,Novel
941,2076029,Science Fiction,6.214285714285714,Champions of the Force,Science Fiction
941,2076029,Speculative fiction,6.214285714285714,Champions of the Force,Science Fiction
942,2081495,Speculative fiction,,The Comedians,Science Fiction
942,2081495,Novel,,The Comedians,Novel
943,2089698,Autobiographical novel,8.75,My Father's Glory,Autobiography/Memoir
944,2089819,Science Fiction,,Sunstorm,Science Fiction
944,2089819,Speculative fiction,,Sunstorm,Science Fiction
946,2096063,Science Fiction,,The Arm of the Starfish,Science Fiction
946,2096063,Children's literature,,The Arm of the Starfish,Children's Literature
946,2096063,Young adult literature,,The Arm of the Starfish,Young Adult
946,2096063,Fiction,,The Arm of the Starfish,Fiction
947,2097747,Children's literature,,The Dragons of Blueland,Children's Literature
947,2097747,Fantasy,,The Dragons of Blueland,Fantasy
948,2098128,Biography,,Mao: The Unknown Story,Biography
950,2102417,Fiction,,The Redundancy of Courage,Fiction
951,2107278,Mystery,,Fear on Wheels,Mystery
951,2107278,Detective fiction,,Fear on Wheels,Mystery
953,2109450,Psychology,,Sex and the Single Girl,Psychology
953,2109450,Sociology,,Sex and the Single Girl,Other
955,2115844,Children's literature,,The Minpins,Children's Literature
955,2115844,Fantasy,,The Minpins,Fantasy
955,2115844,Speculative fiction,,The Minpins,Science Fiction
955,2115844,Fiction,,The Minpins,Fiction
956,2125816,Speculative fiction,,Poor Things,Science Fiction
956,2125816,Historical fiction,,Poor Things,Historical
956,2125816,Fiction,,Poor Things,Fiction
956,2125816,Novel,,Poor Things,Novel
957,2133799,Fiction,,The Blessing Way,Fiction
958,2134003,Fantasy,,The Magical Monarch of Mo,Fantasy
961,2145882,Fiction,,How It Is,Fiction
962,2146926,Young adult literature,,Searching for David's Heart,Young Adult
963,2150808,Crime Fiction,,Cadillac Beach,Crime
964,2150820,Crime Fiction,,Torpedo Juice,Crime
966,2160253,Science Fiction,,The War in the Air,Science Fiction
966,2160253,Speculative fiction,,The War in the Air,Science Fiction
966,2160253,Fiction,,The War in the Air,Fiction
967,2165536,Western,,Jonathan Troy,Other
968,2165574,Western fiction,7.666666666666667,The Brave Cowboy,Other
968,2165574,Fiction,7.666666666666667,The Brave Cowboy,Fiction
969,2165962,Fiction,,The Big Over Easy,Fiction
971,2167056,Fiction,,The Zahir,Fiction
971,2167056,Novel,,The Zahir,Novel
975,2183179,Science Fiction,9.0,Spaceland,Science Fiction
975,2183179,Speculative fiction,9.0,Spaceland,Science Fiction
977,2191889,Children's literature,,Lord of the Nutcracker Men,Children's Literature
978,2192143,Memoir,7.363636363636363,Henry and June,Autobiography/Memoir
978,2192143,Personal journal,7.363636363636363,Henry and June,Other
979,2192851,Novel,,The Thief and the Dogs,Novel
982,2200789,Science Fiction,,Red Prophet,Science Fiction
982,2200789,Alternate history,,Red Prophet,Historical
982,2200789,Speculative fiction,,Red Prophet,Science Fiction
982,2200789,Fantasy,,Red Prophet,Fantasy
982,2200789,Fiction,,Red Prophet,Fiction
982,2200789,Humour,,Red Prophet,Comedy
983,2202702,Speculative fiction,,A Dance with Dragons,Science Fiction
983,2202702,Fantasy,,A Dance with Dragons,Fantasy
983,2202702,Novel,,A Dance with Dragons,Novel
986,2214517,Fiction,,The Italian Girl,Fiction
986,2214517,Novel,,The Italian Girl,Novel
987,2233223,Science Fiction,,Accelerando,Science Fiction
987,2233223,Speculative fiction,,Accelerando,Science Fiction
987,2233223,Short story,,Accelerando,Other
988,2241312,Crime Fiction,,Dumb Witness,Crime
988,2241312,Mystery,,Dumb Witness,Mystery
988,2241312,Fiction,,Dumb Witness,Fiction
988,2241312,Suspense,,Dumb Witness,Mystery
992,2253107,Fiction,,A Long Way Down,Fiction
994,2266900,Novel,8.5,A Walk on the Wild Side,Novel
995,2267240,Thriller,,The Hot Kid,Thriller
995,2267240,Mystery,,The Hot Kid,Mystery
995,2267240,Fiction,,The Hot Kid,Fiction
995,2267240,Novel,,The Hot Kid,Novel
996,2270723,Fantasy,,Harry Potter and the Half-Blood Prince,Fantasy
996,2270723,Young adult literature,,Harry Potter and the Half-Blood Prince,Young Adult
996,2270723,Fiction,,Harry Potter and the Half-Blood Prince,Fiction
997,2272612,Speculative fiction,,Kushiel's Chosen,Science Fiction
997,2272612,Fantasy,,Kushiel's Chosen,Fantasy
998,2272664,Speculative fiction,,Kushiel's Avatar,Science Fiction
998,2272664,Fantasy,,Kushiel's Avatar,Fantasy
998,2272664,Novel,,Kushiel's Avatar,Novel
999,2273100,Speculative fiction,7.1875,Vittorio the Vampire,Science Fiction
999,2273100,Horror,7.1875,Vittorio the Vampire,Horror
999,2273100,Fiction,7.1875,Vittorio the Vampire,Fiction
1000,2274331,Fiction,,The Sandcastle,Fiction
1000,2274331,Novel,,The Sandcastle,Novel
1001,2282202,Children's literature,,The Gruffalo,Children's Literature
1001,2282202,Fantasy,,The Gruffalo,Fantasy
1002,2284812,Young adult literature,,The Vampire's Assistant,Young Adult
1002,2284812,Horror,,The Vampire's Assistant,Horror
1003,2292635,Crime Fiction,,Taken at the Flood,Crime
1003,2292635,Mystery,,Taken at the Flood,Mystery
1003,2292635,Fiction,,Taken at the Flood,Fiction
1003,2292635,Suspense,,Taken at the Flood,Mystery
1004,2292748,Crime Fiction,,They Do It with Mirrors,Crime
1004,2292748,Children's literature,,They Do It with Mirrors,Children's Literature
1004,2292748,Cozy,,They Do It with Mirrors,Other
1004,2292748,Mystery,,They Do It with Mirrors,Mystery
1004,2292748,Fiction,,They Do It with Mirrors,Fiction
1004,2292748,Suspense,,They Do It with Mirrors,Mystery
1005,2292761,Crime Fiction,,A Pocket Full of Rye,Crime
1005,2292761,Cozy,,A Pocket Full of Rye,Other
1005,2292761,Mystery,,A Pocket Full of Rye,Mystery
1005,2292761,Fiction,,A Pocket Full of Rye,Fiction
1005,2292761,Comic novel,,A Pocket Full of Rye,Other
1005,2292761,Suspense,,A Pocket Full of Rye,Mystery
1006,2297576,Robinsonade,,The Female American,Other
1006,2297576,Novel,,The Female American,Novel
1007,2298950,Mystery,,The West End Horror,Mystery
1007,2298950,Detective fiction,,The West End Horror,Mystery
1007,2298950,Fiction,,The West End Horror,Fiction
1007,2298950,Suspense,,The West End Horror,Mystery
1008,2299283,Novel,,Come Sweet Death,Novel
1009,2300302,Crime Fiction,,Nemesis,Crime
1009,2300302,Mystery,,Nemesis,Mystery
1009,2300302,Children's literature,,Nemesis,Children's Literature
1009,2300302,Fiction,,Nemesis,Fiction
1009,2300302,Suspense,,Nemesis,Mystery
1010,2300924,Science Fiction,,Exultant,Science Fiction
1010,2300924,Speculative fiction,,Exultant,Science Fiction
1010,2300924,Fiction,,Exultant,Fiction
1012,2303285,Science Fiction,,Galaxy of Fear: Ghost of the Jedi,Science Fiction
1013,2304345,Hard science fiction,,The Cookie Monster,Other
1014,2306716,Spy fiction,,Tom Clancy's Splinter Cell: Operation Barracuda,Thriller
1015,2307799,Science Fiction,,In The Garden of Iden,Science Fiction
1015,2307799,Speculative fiction,,In The Garden of Iden,Science Fiction
1015,2307799,Fantasy,,In The Garden of Iden,Fantasy
1015,2307799,Fiction,,In The Garden of Iden,Fiction
1015,2307799,Romance novel,,In The Garden of Iden,Romance
1016,2307869,Science Fiction,,The King Beyond the Gate,Science Fiction
1016,2307869,Speculative fiction,,The King Beyond the Gate,Science Fiction
1016,2307869,Fantasy,,The King Beyond the Gate,Fantasy
1016,2307869,Fiction,,The King Beyond the Gate,Fiction
1017,2311622,Crime Fiction,,Sweet Women Lie,Crime
1017,2311622,Mystery,,Sweet Women Lie,Mystery
1017,2311622,Fiction,,Sweet Women Lie,Fiction
1018,2314554,Science Fiction,,Lords of the Starship,Science Fiction
1018,2314554,Speculative fiction,,Lords of the Starship,Science Fiction
1018,2314554,Novel,,Lords of the Starship,Novel
1020,2321966,Science Fiction,8.0,Kangaroo Notebook,Science Fiction
1020,2321966,Absurdist fiction,8.0,Kangaroo Notebook,Other
1021,2321970,Speculative fiction,,The Face of Another,Science Fiction
1022,2321972,Science Fiction,,Inter Ice Age 4,Science Fiction
1023,2327717,Science Fiction,,Ilse Witch,Science Fiction
1023,2327717,Speculative fiction,,Ilse Witch,Science Fiction
1023,2327717,Fantasy,,Ilse Witch,Fantasy
1023,2327717,Fiction,,Ilse Witch,Fiction
1024,2327770,Children's literature,,The Bear that Wasn't,Children's Literature
1025,2327779,Speculative fiction,,Antrax,Science Fiction
1025,2327779,Fantasy,,Antrax,Fantasy
1025,2327779,Fiction,,Antrax,Fiction
1026,2327814,Science Fiction,,Morgawr,Science Fiction
1026,2327814,Speculative fiction,,Morgawr,Science Fiction
1026,2327814,Fantasy,,Morgawr,Fantasy
1026,2327814,Fiction,,Morgawr,Fiction
1027,2331158,Science Fiction,,Oms en Série,Science Fiction
1028,2345201,Fiction,,Tribulations of a Chinaman in China,Fiction
1028,2345201,Adventure novel,,Tribulations of a Chinaman in China,Adventure
